Kamar Aiken,213,25,74,"('Central Florida', '')",Baltimore Ravens,"('WR', 'R')"
Xavius Boyd,239,0,74,"('Western Kentucky', '')",Baltimore Ravens,"('LB', 'B')"
Terrence Brooks,197,23,71,"('Florida State', '')",Baltimore Ravens,"('FS', 'S')"
Arthur Brown,235,24,72,"('Kansas State', '')",Baltimore Ravens,"('ILB', 'LB')"
Chykie Brown,190,27,71,"('Texas', '')",Baltimore Ravens,"('DB', 'B')"
Levi Brown,310,0,74,"('Temple', '')",Baltimore Ravens,"('DT', 'T')"
Marlon Brown,205,23,76,"('Georgia', '')",Baltimore Ravens,"('WR', 'R')"
Omar Brown,195,26,71,"('Marshall', '')",Baltimore Ravens,"('DB', 'B')"
Jeremy Butler,224,0,74,"('Tennessee-Martin', '')",Baltimore Ravens,"('WR', 'R')"
Josh Bynes,240,24,73,"('Auburn', '')",Baltimore Ravens,"('ILB', 'LB')"
Michael Campanaro,191,23,70,"('Wake Forest', '')",Baltimore Ravens,"('WR', 'R')"
Chris Canty,317,31,79,"('Virginia', '')",Baltimore Ravens,"('DE', 'E')"
Shaun Chapas,244,26,74,"('Georgia', '')",Baltimore Ravens,"('RB', 'B')"
Terrence Cody,340,25,76,"('Alabama', '')",Baltimore Ravens,"('NT', 'T')"
Morgan Cox,241,28,76,"('Tennessee', '')",Baltimore Ravens,"('LS', 'S')"
Owen Daniels,249,31,75,"('Wisconsin', '')",Baltimore Ravens,"('TE', 'E')"
Jace Davis,206,22,73,"('Northern Colorado', '')",Baltimore Ravens,"('WR', 'R')"
Elvis Dumervil,260,30,71,"('Louisville', '')",Baltimore Ravens,"('OLB', 'LB')"
Matt Elam,210,22,70,"('Florida', '')",Baltimore Ravens,"('FS', 'S')"
Joe Flacco,245,29,78,"('Delaware', '')",Baltimore Ravens,"('QB', 'B')"
Justin Forsett,194,28,68,"('California', '')",Baltimore Ravens,"('RB', 'B')"
Crockett Gillmore,253,22,78,"('Colorado State', '')",Baltimore Ravens,"('TE', 'E')"
Gino Gradkowski,300,25,75,"('Delaware', '')",Baltimore Ravens,"('C', '')"
Parker Graham,308,23,79,"('Oklahoma State', '')",Baltimore Ravens,"('T', '')"
Derrick Hopkins,321,0,72,"('Virginia Tech', '')",Baltimore Ravens,"('DT', 'T')"
James Hurst,305,22,78,"('North Carolina', '')",Baltimore Ravens,"('OT', 'T')"
Asa Jackson,182,24,70,"('Cal Poly-S.L.O.', '')",Baltimore Ravens,"('CB', 'B')"
Tramain Jacobs,182,22,71,"('Texas A&M', '')",Baltimore Ravens,"('DB', 'B')"
Ryan Jensen,318,23,76,"('Southern Colorado', '')",Baltimore Ravens,"('C', '')"
Timmy Jernigan,298,21,74,"('Florida State', '')",Baltimore Ravens,"('DT', 'T')"
Jacoby Jones,215,29,74,"('Lane', '')",Baltimore Ravens,"('WR', 'R')"
Kyle Juszczyk,245,23,73,"('Harvard', '')",Baltimore Ravens,"('RB', 'B')"
Sam Koch,218,31,73,"('Nebraska', '')",Baltimore Ravens,"('P', '')"
Richie Leone,211,22,75,"('Houston', '')",Baltimore Ravens,"('P', '')"
Anthony Levine,203,27,71,"('Tennessee State', '')",Baltimore Ravens,"('DB', 'B')"
Kapron Lewis-Moore,310,24,76,"('Notre Dame', '')",Baltimore Ravens,"('DE', 'E')"
Pernell McPhee,280,25,75,"('Mississippi State', '')",Baltimore Ravens,"('LB', 'B')"
Jamie Meder,304,0,74,"('Ashland', '')",Baltimore Ravens,"('DT', 'T')"
Jeromy Miles,214,26,74,"('Massachusetts', '')",Baltimore Ravens,"('SS', 'S')"
David Mims,350,26,80,"('Virginia Union', '')",Baltimore Ravens,"('T', '')"
Eugene Monroe,306,27,77,"('Virginia', '')",Baltimore Ravens,"('T', '')"
Dexter Moody,213,0,73,"('Albany State (Ga.)', '')",Baltimore Ravens,"('DB', 'B')"
C.J. Mosley,232,22,74,"('Alabama', '')",Baltimore Ravens,"('ILB', 'LB')"
Haloti Ngata,340,30,76,"('Oregon', '')",Baltimore Ravens,"('NT', 'T')"
Deji Olatoye,198,0,73,"('North Carolina A&T', '')",Baltimore Ravens,"('DB', 'B')"
Zach Orr,237,0,72,"('North Texas', '')",Baltimore Ravens,"('LB', 'B')"
Kelechi Osemele,330,25,77,"('Iowa State', '')",Baltimore Ravens,"('G', '')"
Nathan Overbay,270,27,77,"('Eastern Washington', '')",Baltimore Ravens,"('TE', 'E')"
A.J. Pataiali'i,307,0,75,"('Utah State', '')",Baltimore Ravens,"('DT', 'T')"
Avery Patterson,191,0,68,"('Oregon', '')",Baltimore Ravens,"('DB', 'B')"
Bernard Pierce,218,24,72,"('Temple', '')",Baltimore Ravens,"('RB', 'B')"
Dennis Pitta,245,28,76,"('Brigham Young', '')",Baltimore Ravens,"('TE', 'E')"
Will Rackley,310,24,75,"('Lehigh', '')",Baltimore Ravens,"('G', '')"
Jah Reid,340,25,79,"('Central Florida', '')",Baltimore Ravens,"('T', '')"
Ray Rice,212,27,68,"('Rutgers', '')",Baltimore Ravens,"('RB', 'B')"
D.J. Roberts,252,0,73,"('Tennessee-Martin', '')",Baltimore Ravens,"('LB', 'B')"
Sammy Seamster,200,23,72,"('Middle Tennessee State', '')",Baltimore Ravens,"('DB', 'B')"
Gerrard Sheppard,215,23,74,"('Towson', '')",Baltimore Ravens,"('WR', 'R')"
A.Q. Shipley,309,28,73,"('Penn State', '')",Baltimore Ravens,"('G', '')"
John Simon,257,23,73,"('Ohio State', '')",Baltimore Ravens,"('LB', 'B')"
Jimmy Smith,200,25,74,"('Colorado', '')",Baltimore Ravens,"('CB', 'B')"
Daryl Smith,248,32,74,"('Georgia Tech', '')",Baltimore Ravens,"('ILB', 'LB')"
Torrey Smith,205,25,72,"('Maryland', '')",Baltimore Ravens,"('WR', 'R')"
Steve Smith,185,35,69,"('Utah', '')",Baltimore Ravens,"('WR', 'R')"
Reggie Stephens,325,26,75,"('Iowa State', '')",Baltimore Ravens,"('C', '')"
Darian Stewart,214,25,71,"('South Carolina', '')",Baltimore Ravens,"('SS', 'S')"
Brandon Stokley,194,38,72,"('Louisiana-Lafayette', '')",Baltimore Ravens,"('WR', 'R')"
Terrell Suggs,260,31,75,"('Arizona State', '')",Baltimore Ravens,"('OLB', 'LB')"
Phillip Supernaw,248,24,77,"('Ouachita Baptist', '')",Baltimore Ravens,"('TE', 'E')"
Lorenzo Taliaferro,230,0,74,"('Coastal Carolina', '')",Baltimore Ravens,"('RB', 'B')"
Tyrod Taylor,215,24,73,"('Virginia Tech', '')",Baltimore Ravens,"('QB', 'B')"
Deonte Thompson,203,25,72,"('Florida', '')",Baltimore Ravens,"('WR', 'R')"
Fitzgerald Toussaint,195,24,70,"('Michigan', '')",Baltimore Ravens,"('RB', 'B')"
Brynden Trawick,215,24,74,"('Troy', '')",Baltimore Ravens,"('DB', 'B')"
Justin Tucker,180,24,72,"('Texas', '')",Baltimore Ravens,"('K', '')"
DeAngelo Tyson,315,25,74,"('Georgia', '')",Baltimore Ravens,"('DE', 'E')"
Courtney Upshaw,272,24,74,"('Alabama', '')",Baltimore Ravens,"('OLB', 'LB')"
Brent Urban,298,0,78,"('Virginia', '')",Baltimore Ravens,"('DE', 'E')"
John Urschel,317,23,75,"('Penn State', '')",Baltimore Ravens,"('OG', 'G')"
Brett Van Sloten,301,23,77,"('Iowa', '')",Baltimore Ravens,"('T', '')"
Ricky Wagner,310,24,78,"('Wisconsin', '')",Baltimore Ravens,"('OT', 'T')"
Lardarius Webb,182,28,70,"('Nicholls State', '')",Baltimore Ravens,"('CB', 'B')"
Keith Wenning,220,23,75,"('Ball State', '')",Baltimore Ravens,"('QB', 'B')"
Brandon Williams,335,25,73,"('Missouri Southern State', '')",Baltimore Ravens,"('DT', 'T')"
LaQuan Williams,195,25,72,"('Maryland', '')",Baltimore Ravens,"('WR', 'R')"
Cierre Wood,215,23,71,"('Notre Dame', '')",Baltimore Ravens,"('RB', 'B')"
Marshal Yanda,305,29,75,"('Iowa', '')",Baltimore Ravens,"('G', '')"
Jeremy Zuttah,308,28,76,"('Rutgers', '')",Baltimore Ravens,"('C', '')"
Geno Atkins,303,26,73,"('Georgia', '')",Cincinnati Bengals,"('DT', 'T')"
Giovani Bernard,208,22,69,"('North Carolina', '')",Cincinnati Bengals,"('RB', 'B')"
Christo Bilukidi,320,24,77,"('Georgia State', '')",Cincinnati Bengals,"('DT', 'T')"
Larry Black,302,24,74,"('Indiana', '')",Cincinnati Bengals,"('DT', 'T')"
Russell Bodine,310,21,76,"('North Carolina', '')",Cincinnati Bengals,"('OG', 'G')"
Clint Boling,311,25,77,"('Georgia', '')",Cincinnati Bengals,"('G', '')"
Kevin Brock,249,28,77,"('Rutgers', '')",Cincinnati Bengals,"('TE', 'E')"
Chandler Burden,310,24,76,"('Kentucky', '')",Cincinnati Bengals,"('G', '')"
Vontaze Burfict,255,23,73,"('Arizona State', '')",Cincinnati Bengals,"('OLB', 'LB')"
Rex Burkhead,218,23,70,"('Nebraska', '')",Cincinnati Bengals,"('RB', 'B')"
Jason Campbell,230,32,77,"('Auburn', '')",Cincinnati Bengals,"('QB', 'B')"
Orson Charles,245,23,75,"('Georgia', '')",Cincinnati Bengals,"('TE', 'E')"
Will Clarke,271,0,78,"('West Virginia', '')",Cincinnati Bengals,"('DE', 'E')"
Jasper Collins,190,22,72,"('Mount Union', '')",Cincinnati Bengals,"('WR', 'R')"
T.J. Conley,215,28,73,"('Idaho', '')",Cincinnati Bengals,"('P', '')"
